Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Country,ISO,Region,Continent,Dis Mag Scale,Start Year,Start Month,End Year,End Month,CPI
2002-0656-JAM,2002,656,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0072-MEX,2002,72,Natural,Geophysical,Volcanic activity,Mexico,MEX,Central America,Americas,,2002,2.0,2002,2.0,61.4631882611914
2002-0510-MEX,2002,510,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,2002,8.0,2002,8.0,61.4631882611914
2002-0638-MEX,2002,638,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,2002,9.0,2002,9.0,61.4631882611914
2002-0609-MEX,2002,609,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0647-MEX,2002,647,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0669-MEX,2002,669,Natural,Meteorological,Storm,Mexico,MEX,Central America,Americas,Kph,2002,10.0,2002,10.0,61.4631882611914
2002-0805-MEX,2002,805,Natural,Meteorological,Extreme temperature,Mexico,MEX,Central America,Americas,Â°C,2002,12.0,2002,12.0,61.4631882611914
2002-9292-MEX,2002,9292,Natural,Climatological,Drought,Mexico,MEX,Central America,Americas,Km2,2002,4.0,2002,,61.4631882611914
2003-0039-MEX,2003,39,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,2003,1.0,2003,1.0,62.8584595000413
2003-0138-COL,2003,138,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,2003,3.0,2003,3.0,62.8584595000413
2001-0266-USA,2001,266,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,3.0,2001,3.0,60.5035788853056
2001-0460-USA,2001,460,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2001,7.0,2001,7.0,60.5035788853056
2001-0294-PER,2001,294,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,2001,6.0,2001,6.0,60.5035788853056
2001-0145-USA,2001,145,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,4.0,2001,4.0,60.5035788853056
2001-0477-USA,2001,477,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,6.0,2001,6.0,60.5035788853056
2001-0242-USA,2001,242,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,6.0,2001,6.0,60.5035788853056
2001-9383-NIC,2001,9383,Natural,Climatological,Drought,Nicaragua,NIC,Central America,Americas,Km2,2001,8.0,2001,,60.5035788853056
2001-0611-NIC,2001,611,Natural,Meteorological,Storm,Nicaragua,NIC,Central America,Americas,Kph,2001,11.0,2001,11.0,60.5035788853056
2001-0281-PAN,2001,281,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,2001,5.0,2001,5.0,60.5035788853056
2001-0751-PER,2001,751,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,2001,12.0,2001,12.0,60.5035788853056
2001-0754-PER,2001,754,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,2001,8.0,2001,8.0,60.5035788853056
2001-0271-PER,2001,271,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2001,4.0,2001,4.0,60.5035788853056
2001-0117-PER,2001,117,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2001,3.0,2001,3.0,60.5035788853056
2001-0703-PER,2001,703,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2001,12.0,2001,12.0,60.5035788853056
2001-0604-PER,2001,604,Natural,Hydrological,Landslide,Peru,PER,South America,Americas,,2001,10.0,2001,10.0,60.5035788853056
2001-0307-PRI,2001,307,Natural,Hydrological,Flood,Puerto Rico,PRI,Caribbean,Americas,Km2,2001,5.0,2001,5.0,60.5035788853056
2001-0561-SLV,2001,561,Natural,Hydrological,Flood,El Salvador,SLV,Central America,Americas,Km2,2001,9.0,2001,9.0,60.5035788853056
2001-9383-SLV,2001,9383,Natural,Climatological,Drought,El Salvador,SLV,Central America,Americas,Km2,2001,5.0,2001,,60.5035788853056
2001-0236-URY,2001,236,Natural,Hydrological,Flood,Uruguay,URY,South America,Americas,Km2,2001,6.0,2001,6.0,60.5035788853056
2001-0194-USA,2001,194,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,3.0,2001,3.0,60.5035788853056
2001-0270-USA,2001,270,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,4.0,2001,4.0,60.5035788853056
2001-0351-USA,2001,351,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,6.0,2001,6.0,60.5035788853056
2001-0473-USA,2001,473,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,6.0,2001,6.0,60.5035788853056
2001-0474-USA,2001,474,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,6.0,2001,6.0,60.5035788853056
2001-0564-USA,2001,564,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0566-USA,2001,566,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,9.0,2001,9.0,60.5035788853056
2001-0601-USA,2001,601,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0602-USA,2001,602,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,10.0,2001,10.0,60.5035788853056
2001-0773-USA,2001,773,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,8.0,2001,8.0,60.5035788853056
2001-0262-USA,2001,262,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2001,2.0,2001,3.0,60.5035788853056
2001-0268-USA,2001,268,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2001,4.0,2001,5.0,60.5035788853056
2001-0724-USA,2001,724,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2001,11.0,2001,11.0,60.5035788853056
2001-0770-USA,2001,770,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,2001,8.0,2001,8.0,60.5035788853056
2001-0303-USA,2001,303,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2001,4.0,2001,4.0,60.5035788853056
2001-0451-USA,2001,451,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2001,8.0,2001,8.0,60.5035788853056
2001-0722-USA,2001,722,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2001,10.0,2001,10.0,60.5035788853056
2001-0771-USA,2001,771,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2001,8.0,2001,8.0,60.5035788853056
2001-0772-USA,2001,772,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2001,8.0,2001,8.0,60.5035788853056
2002-0165-USA,2002,165,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,3.0,2002,3.0,61.4631882611914
2002-0077-PER,2002,77,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2002,2.0,2002,2.0,61.4631882611914
2002-0296-PRY,2002,296,Natural,Hydrological,Flood,Paraguay,PRY,South America,Americas,Km2,2002,5.0,2002,5.0,61.4631882611914
2002-0724-USA,2002,724,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,10.0,2002,10.0,61.4631882611914
2002-0017-USA,2002,17,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,1.0,2002,1.0,61.4631882611914
2002-0128-USA,2002,128,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,3.0,2002,3.0,61.4631882611914
2002-0328-NIC,2002,328,Natural,Hydrological,Flood,Nicaragua,NIC,Central America,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0850-NIC,2002,850,Natural,Meteorological,Storm,Nicaragua,NIC,Central America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0237-NIC,2002,237,Natural,Climatological,Wildfire,Nicaragua,NIC,Central America,Americas,Km2,2002,4.0,2002,4.0,61.4631882611914
2002-0264-PAN,2002,264,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,2002,5.0,2002,5.0,61.4631882611914
2002-0755-PAN,2002,755,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,2002,11.0,2002,12.0,61.4631882611914
2002-0399-PAN,2002,399,Natural,Biological,Epidemic,Panama,PAN,Central America,Americas,Vaccinated,2002,6.0,2002,6.0,61.4631882611914
2002-0429-PER,2002,429,Natural,Meteorological,Storm,Peru,PER,South America,Americas,Kph,2002,7.0,2002,7.0,61.4631882611914
2002-0187-PER,2002,187,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2002,3.0,2002,3.0,61.4631882611914
2002-0708-PER,2002,708,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2002,11.0,2002,11.0,61.4631882611914
2002-9843-PER,2002,9843,Natural,Climatological,Drought,Peru,PER,South America,Americas,Km2,2002,3.0,2002,,61.4631882611914
2002-0493-PRY,2002,493,Natural,Meteorological,Storm,Paraguay,PRY,South America,Americas,Kph,2002,7.0,2002,7.0,61.4631882611914
2002-0337-SLV,2002,337,Natural,Hydrological,Flood,El Salvador,SLV,Central America,Americas,Km2,2002,5.0,2002,6.0,61.4631882611914
2002-0851-SLV,2002,851,Natural,Meteorological,Storm,El Salvador,SLV,Central America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0371-SLV,2002,371,Natural,Biological,Epidemic,El Salvador,SLV,Central America,Americas,Vaccinated,2002,1.0,2002,7.0,61.4631882611914
2002-0160-URY,2002,160,Natural,Meteorological,Storm,Uruguay,URY,South America,Americas,Kph,2002,3.0,2002,3.0,61.4631882611914
2002-0240-URY,2002,240,Natural,Hydrological,Flood,Uruguay,URY,South America,Americas,Km2,2002,4.0,2002,4.0,61.4631882611914
2002-0283-USA,2002,283,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,5.0,2002,5.0,61.4631882611914
2002-0287-USA,2002,287,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,4.0,2002,4.0,61.4631882611914
2002-0310-USA,2002,310,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,4.0,2002,5.0,61.4631882611914
2002-0569-USA,2002,569,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0700-USA,2002,700,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,11.0,2002,11.0,61.4631882611914
2002-0751-USA,2002,751,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,12.0,2002,12.0,61.4631882611914
2002-0802-USA,2002,802,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,12.0,2002,12.0,61.4631882611914
2002-0183-USA,2002,183,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2002,3.0,2002,3.0,61.4631882611914
2002-0266-USA,2002,266,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2002,5.0,2002,5.0,61.4631882611914
2002-0411-USA,2002,411,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2002,6.0,2002,7.0,61.4631882611914
2002-0600-USA,2002,600,Natural,Hydrological,Flood,United States of America (the),USA,Northern America,Americas,Km2,2002,9.0,2002,9.0,61.4631882611914
2002-0652-USA,2002,652,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0355-USA,2002,355,Natural,Meteorological,Extreme temperature,United States of America (the),USA,Northern America,Americas,Â°C,2002,6.0,2002,6.0,61.4631882611914
2002-0092-USA,2002,92,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,2.0,2002,2.0,61.4631882611914
2002-0184-USA,2002,184,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,3.0,2002,3.0,61.4631882611914
2002-0331-USA,2002,331,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,5.0,2002,5.0,61.4631882611914
2002-0351-USA,2002,351,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,6.0,2002,6.0,61.4631882611914
2002-0379-USA,2002,379,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,6.0,2002,6.0,61.4631882611914
2002-0618-USA,2002,618,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,9.0,2002,9.0,61.4631882611914
2002-0625-USA,2002,625,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,7.0,2002,7.0,61.4631882611914
2002-0312-USA,2002,312,Natural,Climatological,Wildfire,United States of America (the),USA,Northern America,Americas,Km2,2002,4.0,2002,4.0,61.4631882611914
2002-0502-USA,2002,502,Natural,Biological,Epidemic,United States of America (the),USA,Northern America,Americas,Vaccinated,2002,7.0,2002,11.0,61.4631882611914
2002-0858-USA,2002,858,Natural,Biological,Epidemic,United States of America (the),USA,Northern America,Americas,Vaccinated,2003,2.0,2003,7.0,61.4631882611914
2002-9853-USA,2002,9853,Natural,Climatological,Drought,United States of America (the),USA,Northern America,Americas,Km2,2002,7.0,2002,8.0,61.4631882611914
2002-0119-USA,2002,119,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,1.0,2002,2.0,61.4631882611914
2002-0667-USA,2002,667,Natural,Biological,Epidemic,United States of America (the),USA,Northern America,Americas,Vaccinated,2002,10.0,2002,10.0,61.4631882611914
2002-0793-USA,2002,793,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,12.0,2002,12.0,61.4631882611914
2002-0880-USA,2002,880,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2002,5.0,2002,6.0,61.4631882611914
2002-0653-VCT,2002,653,Natural,Meteorological,Storm,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,Kph,2002,9.0,2002,9.0,61.4631882611914
2002-0445-VEN,2002,445,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Km2,2002,7.0,2002,7.0,61.4631882611914
2003-0539-ARG,2003,539,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,2003,11.0,2003,11.0,62.8584595000413
2003-0139-USA,2003,139,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2003,3.0,2003,3.0,62.8584595000413
2003-0051-PER,2003,51,Natural,Hydrological,Flood,Peru,PER,South America,Americas,Km2,2003,1.0,2003,2.0,62.8584595000413
2003-0147-USA,2003,147,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2003,3.0,2003,3.0,62.8584595000413
2003-0085-USA,2003,85,Natural,Meteorological,Storm,United States of America (the),USA,Northern America,Americas,Kph,2003,2.0,2003,2.0,62.8584595000413
2003-0196-ARG,2003,196,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2003,4.0,2003,5.0,62.8584595000413
2003-9785-ARG,2003,9785,Natural,Climatological,Drought,Argentina,ARG,South America,Americas,Km2,2003,6.0,2003,9.0,62.8584595000413
2004-0307-ARG,2004,307,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2004,7.0,2004,7.0,64.5413292817447
2004-0331-ARG,2004,331,Natural,Meteorological,Extreme temperature,Argentina,ARG,South America,Americas,Â°C,2004,7.0,2004,7.0,64.5413292817447
2004-0624-ARG,2004,624,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,2004,12.0,2004,12.0,64.5413292817447
2005-0055-ARG,2005,55,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,2005,1.0,2005,1.0,66.7310579862028
2003-0621-BOL,2003,621,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,2003,12.0,2004,1.0,62.8584595000413
2003-0571-DOM,2003,571,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,2003,11.0,2003,11.0,62.8584595000413
2003-0578-COL,2003,578,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2003,8.0,2003,12.0,62.8584595000413
2003-0579-BRA,2003,579,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2003,11.0,2003,11.0,62.8584595000413
2003-0673-BRA,2003,673,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2003,12.0,2004,2.0,62.8584595000413
2003-0730-BRA,2003,730,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2003,1.0,2003,2.0,62.8584595000413
2003-0284-COL,2003,284,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2003,6.0,2003,6.0,62.8584595000413
2003-0788-COL,2003,788,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,2003,5.0,2003,5.0,62.8584595000413
2003-0477-DOM,2003,477,Natural,Geophysical,Earthquake,Dominican Republic (the),DOM,Caribbean,Americas,Richter,2003,9.0,2003,9.0,62.8584595000413
2003-0624-HTI,2003,624,Natural,Hydrological,Flood,Haiti,HTI,Caribbean,Americas,Km2,2003,12.0,2003,12.0,62.8584595000413
2003-0495-HTI,2003,495,Natural,Meteorological,Storm,Haiti,HTI,Caribbean,Americas,Kph,2003,10.0,2003,10.0,62.8584595000413
2003-0326-ECU,2003,326,Natural,Geophysical,Volcanic activity,Ecuador,ECU,South America,Americas,,2003,6.0,2003,7.0,62.8584595000413
2003-0448-BMU,2003,448,Natural,Meteorological,Storm,Bermuda,BMU,Northern America,Americas,Kph,2003,9.0,2003,9.0,62.8584595000413
2003-0487-CAN,2003,487,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,2003,9.0,2003,9.0,62.8584595000413
2003-0599-DOM,2003,599,Natural,Meteorological,Storm,Dominican Republic (the),DOM,Caribbean,Americas,Kph,2003,12.0,2003,12.0,62.8584595000413
2003-9758-HTI,2003,9758,Natural,Climatological,Drought,Haiti,HTI,Caribbean,Americas,Km2,2003,2.0,2004,,62.8584595000413
2003-0521-BRA,2003,521,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,2003,10.0,2003,10.0,62.8584595000413
2003-0417-CAN,2003,417,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,2003,8.0,2003,8.0,62.8584595000413
2003-0231-CAN,2003,231,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,2003,3.0,2003,4.0,62.8584595000413
2003-0511-CAN,2003,511,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,2003,10.0,2003,10.0,62.8584595000413
2003-0468-CAN,2003,468,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,2003,9.0,2003,9.0,62.8584595000413
2003-0369-CAN,2003,369,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,2003,8.0,2003,9.0,62.8584595000413
2003-0628-CRI,2003,628,Natural,Geophysical,Earthquake,Costa Rica,CRI,Central America,Americas,Richter,2003,12.0,2003,12.0,62.8584595000413
2003-0659-CRI,2003,659,Natural,Hydrological,Flood,Costa Rica,CRI,Central America,Americas,Km2,2003,12.0,2003,12.0,62.8584595000413
2003-0766-CUB,2003,766,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,2003,4.0,2003,4.0,62.8584595000413
2003-0238-DOM,2003,238,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,2003,4.0,2003,4.0,62.8584595000413
