Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Country,ISO,Region,Continent,Dis Mag Scale,Start Year,Start Month,End Year,End Month,CPI
1979-0042-DOM,1979,42,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,1979,4.0,1979,4.0,24.7988405675032
1979-0128-GLP,1979,128,Natural,Meteorological,Storm,Guadeloupe,GLP,Caribbean,Americas,Kph,1979,8.0,1979,8.0,24.7988405675032
1980-0035-ARG,1980,35,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1980,3.0,1980,3.0,28.1588866338069
1980-0042-ARG,1980,42,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1980,5.0,1980,5.0,28.1588866338069
1980-0004-BOL,1980,4,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1980,,1980,,28.1588866338069
1980-0054-BRA,1980,54,Natural,Meteorological,Storm,Brazil,BRA,South America,Americas,Kph,1980,6.0,1980,6.0,28.1588866338069
1980-0008-BRA,1980,8,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1980,1.0,1980,1.0,28.1588866338069
1980-0031-BRA,1980,31,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1980,2.0,1980,2.0,28.1588866338069
1980-0306-BRB,1980,306,Natural,Meteorological,Storm,Barbados,BRB,Caribbean,Americas,Kph,1980,7.0,1980,8.0,28.1588866338069
1980-0211-CAN,1980,211,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,1980,6.0,1980,6.0,28.1588866338069
1980-0094-COL,1980,94,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1980,10.0,1980,10.0,28.1588866338069
1980-0107-CRI,1980,107,Natural,Hydrological,Flood,Costa Rica,CRI,Central America,Americas,Km2,1980,12.0,1980,12.0,28.1588866338069
1980-0229-CUB,1980,229,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
1980-0230-DMA,1980,230,Natural,Meteorological,Storm,Dominica,DMA,Caribbean,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
1980-0231-DOM,1980,231,Natural,Meteorological,Storm,Dominican Republic (the),DOM,Caribbean,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
1980-0081-ECU,1980,81,Natural,Geophysical,Earthquake,Ecuador,ECU,South America,Americas,Richter,1980,8.0,1980,8.0,28.1588866338069
1980-0305-GRD,1980,305,Natural,Meteorological,Storm,Grenada,GRD,Caribbean,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
1981-0091-COL,1981,91,Natural,Geophysical,Earthquake,Colombia,COL,South America,Americas,Richter,1981,10.0,1981,10.0,31.0690249461021
1981-0068-CAN,1981,68,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1981,7.0,1981,7.0,31.0690249461021
1981-0041-BRA,1981,41,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1981,4.0,1981,4.0,31.0690249461021
1981-0105-BRA,1981,105,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1981,12.0,1981,12.0,31.0690249461021
1981-0074-COL,1981,74,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1981,8.0,1981,8.0,31.0690249461021
1981-0043-COL,1981,43,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1981,4.0,1981,4.0,31.0690249461021
1981-9307-CUB,1981,9307,Natural,Climatological,Drought,Cuba,CUB,Caribbean,Americas,Km2,1981,,1983,,31.0690249461021
1981-0047-DOM,1981,47,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,1981,5.0,1981,5.0,31.0690249461021
1982-0158-ARG,1982,158,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1982,12.0,1982,12.0,32.9739978068293
1982-0032-BOL,1982,32,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1982,3.0,1982,3.0,32.9739978068293
1982-0071-BRA,1982,71,Natural,Meteorological,Storm,Brazil,BRA,South America,Americas,Kph,1982,6.0,1982,6.0,32.9739978068293
1982-0247-CAN,1982,247,Natural,Meteorological,Extreme temperature,Canada,CAN,Northern America,Americas,Â°C,1982,1.0,1982,1.0,32.9739978068293
1982-0082-CHL,1982,82,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,1982,6.0,1982,6.0,32.9739978068293
1982-0383-COL,1982,383,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1982,1.0,1982,1.0,32.9739978068293
1982-0022-COL,1982,22,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1982,1.0,1982,1.0,32.9739978068293
1982-0074-CUB,1982,74,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,1982,6.0,1982,6.0,32.9739978068293
1982-0116-ECU,1982,116,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,1982,11.0,1983,7.0,32.9739978068293
1982-0103-GTM,1982,103,Natural,Hydrological,Flood,Guatemala,GTM,Central America,Americas,Km2,1982,9.0,1982,9.0,32.9739978068293
1982-0141-HND,1982,141,Natural,Geophysical,Earthquake,Honduras,HND,Central America,Americas,Richter,1982,4.0,1982,4.0,32.9739978068293
1983-0092-CRI,1983,92,Natural,Geophysical,Earthquake,Costa Rica,CRI,Central America,Americas,Richter,1983,7.0,1983,7.0,34.033263629163
1983-0127-CHL,1983,127,Natural,Geophysical,Earthquake,Chile,CHL,South America,Americas,Richter,1983,10.0,1983,10.0,34.033263629163
1983-0074-ARG,1983,74,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1983,5.0,1983,5.0,34.033263629163
1983-0527-ARG,1983,527,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1983,8.0,1983,10.0,34.033263629163
1983-9139-ATG,1983,9139,Natural,Climatological,Drought,Antigua and Barbuda,ATG,Caribbean,Americas,Km2,1983,11.0,1983,,34.033263629163
1983-0055-BOL,1983,55,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1983,3.0,1983,3.0,34.033263629163
1983-9007-BOL,1983,9007,Natural,Climatological,Drought,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1983,4.0,1983,,34.033263629163
1983-9535-BOL,1983,9535,Natural,Climatological,Drought,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1983,12.0,1983,,34.033263629163
1983-0204-BRA,1983,204,Natural,Hydrological,Landslide,Brazil,BRA,South America,Americas,,1983,12.0,1983,12.0,34.033263629163
1983-9206-BRA,1983,9206,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,1983,9.0,1983,,34.033263629163
1983-0001-BRA,1983,1,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1983,1.0,1983,1.0,34.033263629163
1983-0075-BRA,1983,75,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1983,5.0,1983,5.0,34.033263629163
1983-0300-CAN,1983,300,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,1983,12.0,1983,12.0,34.033263629163
1983-0318-COL,1983,318,Natural,Meteorological,Storm,Colombia,COL,South America,Americas,Kph,1983,6.0,1983,6.0,34.033263629163
1983-0059-COL,1983,59,Natural,Geophysical,Earthquake,Colombia,COL,South America,Americas,Richter,1983,3.0,1983,3.0,34.033263629163
1983-0100-COL,1983,100,Natural,Geophysical,Mass movement (dry),Colombia,COL,South America,Americas,,1983,7.0,1983,7.0,34.033263629163
1983-0065-CRI,1983,65,Natural,Geophysical,Earthquake,Costa Rica,CRI,Central America,Americas,Richter,1983,4.0,1983,4.0,34.033263629163
1983-0042-CUB,1983,42,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,1983,2.0,1983,2.0,34.033263629163
1983-0044-DOM,1983,44,Natural,Climatological,Wildfire,Dominican Republic (the),DOM,Caribbean,Americas,Km2,1983,2.0,1983,2.0,34.033263629163
1983-0073-ECU,1983,73,Natural,Hydrological,Landslide,Ecuador,ECU,South America,Americas,,1983,4.0,1983,4.0,34.033263629163
1983-0464-ECU,1983,464,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,1983,8.0,1983,8.0,34.033263629163
1983-0093-GTM,1983,93,Natural,Geophysical,Volcanic activity,Guatemala,GTM,Central America,Americas,,1983,7.0,1983,7.0,34.033263629163
1984-0006-ARG,1984,6,Natural,Hydrological,Landslide,Argentina,ARG,South America,Americas,,1984,1.0,1984,1.0,35.4968811298231
1984-0007-BOL,1984,7,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1984,1.0,1984,1.0,35.4968811298231
1984-0093-BRA,1984,93,Natural,Meteorological,Storm,Brazil,BRA,South America,Americas,Kph,1984,10.0,1984,10.0,35.4968811298231
1984-0032-BRA,1984,32,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1984,4.0,1984,4.0,35.4968811298231
1984-0039-BRA,1984,39,Natural,Biological,Epidemic,Brazil,BRA,South America,Americas,Vaccinated,1984,5.0,1984,5.0,35.4968811298231
1984-0049-BRA,1984,49,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1984,6.0,1984,6.0,35.4968811298231
1984-0050-BRA,1984,50,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1984,6.0,1984,6.0,35.4968811298231
1984-0114-BRA,1984,114,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1984,12.0,1984,12.0,35.4968811298231
1984-0168-BRA,1984,168,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1984,5.0,1984,5.0,35.4968811298231
1984-0165-BRB,1984,165,Natural,Hydrological,Flood,Barbados,BRB,Caribbean,Americas,Km2,1984,10.0,1984,10.0,35.4968811298231
1984-9211-CAN,1984,9211,Natural,Climatological,Drought,Canada,CAN,Northern America,Americas,Km2,1984,1.0,1985,3.0,35.4968811298231
1984-0058-CHL,1984,58,Natural,Meteorological,Storm,Chile,CHL,South America,Americas,Kph,1984,7.0,1984,7.0,35.4968811298231
1984-0412-CHL,1984,412,Natural,Meteorological,Storm,Chile,CHL,South America,Americas,Kph,1984,7.0,1984,7.0,35.4968811298231
1984-0099-COL,1984,99,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1984,11.0,1984,11.0,35.4968811298231
1984-0092-DMA,1984,92,Natural,Meteorological,Storm,Dominica,DMA,Caribbean,Americas,Kph,1984,10.0,1984,10.0,35.4968811298231
1984-0372-GTM,1984,372,Natural,Geophysical,Volcanic activity,Guatemala,GTM,Central America,Americas,,1984,7.0,1984,7.0,35.4968811298231
1985-0132-COL,1985,132,Natural,Geophysical,Volcanic activity,Colombia,COL,South America,Americas,,1985,11.0,1985,11.0,36.7554679439105
1985-0024-ARG,1985,24,Natural,Geophysical,Earthquake,Argentina,ARG,South America,Americas,Richter,1985,1.0,1985,1.0,36.7554679439105
1985-0165-ARG,1985,165,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1985,5.0,1985,5.0,36.7554679439105
1985-0113-ARG,1985,113,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1985,10.0,1985,10.0,36.7554679439105
1985-0225-BMU,1985,225,Natural,Meteorological,Storm,Bermuda,BMU,Northern America,Americas,Kph,1985,1.0,1985,1.0,36.7554679439105
1985-0167-BOL,1985,167,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1985,2.0,1985,2.0,36.7554679439105
1985-0112-BRA,1985,112,Natural,Meteorological,Storm,Brazil,BRA,South America,Americas,Kph,1985,9.0,1985,9.0,36.7554679439105
1985-0050-BRA,1985,50,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1985,4.0,1985,4.0,36.7554679439105
1985-9011-BRA,1985,9011,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,1985,11.0,1985,,36.7554679439105
1985-0136-BRA,1985,136,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1985,12.0,1985,12.0,36.7554679439105
1985-0201-CAN,1985,201,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1985,5.0,1985,6.0,36.7554679439105
1985-0077-CAN,1985,77,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,1985,7.0,1985,7.0,36.7554679439105
1985-0041-CHL,1985,41,Natural,Geophysical,Earthquake,Chile,CHL,South America,Americas,Richter,1985,3.0,1985,3.0,36.7554679439105
1985-0134-CUB,1985,134,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,1985,11.0,1985,11.0,36.7554679439105
1985-0231-CUB,1985,231,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,1985,5.0,1985,5.0,36.7554679439105
1985-0014-DOM,1985,14,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,1985,9.0,1985,9.0,36.7554679439105
1985-0035-ECU,1985,35,Natural,Climatological,Wildfire,Ecuador,ECU,South America,Americas,Km2,1985,2.0,1985,2.0,36.7554679439105
1985-0120-GTM,1985,120,Natural,Geophysical,Earthquake,Guatemala,GTM,Central America,Americas,Richter,1985,10.0,1985,10.0,36.7554679439105
1986-0137-ARG,1986,137,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,1986,12.0,1986,12.0,37.4531116621934
1986-0038-ARG,1986,38,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1986,4.0,1986,5.0,37.4531116621934
1986-0018-BMU,1986,18,Natural,Meteorological,Storm,Bermuda,BMU,Northern America,Americas,Kph,1986,1.0,1986,1.0,37.4531116621934
1986-0003-BOL,1986,3,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1986,1.0,1986,1.0,37.4531116621934
1986-0141-BRA,1986,141,Natural,Geophysical,Earthquake,Brazil,BRA,South America,Americas,Richter,1986,11.0,1986,11.0,37.4531116621934
1986-0087-BRA,1986,87,Natural,Biological,Epidemic,Brazil,BRA,South America,Americas,Vaccinated,1986,8.0,1986,8.0,37.4531116621934
1986-0049-BRA,1986,49,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1986,4.0,1986,4.0,37.4531116621934
1986-0187-CAN,1986,187,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,1986,7.0,1986,7.0,37.4531116621934
1986-0188-CAN,1986,188,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,1986,5.0,1986,5.0,37.4531116621934
1986-0242-CAN,1986,242,Natural,Climatological,Wildfire,Canada,CAN,Northern America,Americas,Km2,1986,5.0,1986,5.0,37.4531116621934
1986-0185-CAN,1986,185,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1986,5.0,1986,5.0,37.4531116621934
1986-0067-CHL,1986,67,Natural,Meteorological,Storm,Chile,CHL,South America,Americas,Kph,1986,6.0,1986,6.0,37.4531116621934
1986-0075-CHL,1986,75,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,1986,6.0,1986,6.0,37.4531116621934
1986-0247-COL,1986,247,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1986,5.0,1986,5.0,37.4531116621934
1986-0248-COL,1986,248,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1986,6.0,1986,6.0,37.4531116621934
1986-0292-COL,1986,292,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1986,6.0,1986,6.0,37.4531116621934
1986-0078-COL,1986,78,Natural,Meteorological,Storm,Colombia,COL,South America,Americas,Kph,1986,7.0,1986,7.0,37.4531116621934
1986-0120-COL,1986,120,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1986,10.0,1986,10.0,37.4531116621934
1986-9404-CUB,1986,9404,Natural,Climatological,Drought,Cuba,CUB,Caribbean,Americas,Km2,1986,,1986,,37.4531116621934
1986-0402-CUB,1986,402,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,1986,6.0,1986,6.0,37.4531116621934
1986-0068-DOM,1986,68,Natural,Meteorological,Storm,Dominican Republic (the),DOM,Caribbean,Americas,Kph,1986,6.0,1986,6.0,37.4531116621934
1986-0170-GTM,1986,170,Natural,Geophysical,Earthquake,Guatemala,GTM,Central America,Americas,Richter,1986,2.0,1986,2.0,37.4531116621934
1987-0144-CHL,1987,144,Natural,Geophysical,Earthquake,Chile,CHL,South America,Americas,Richter,1987,8.0,1987,8.0,38.8256008137732
1987-0070-ECU,1987,70,Natural,Geophysical,Earthquake,Ecuador,ECU,South America,Americas,Richter,1987,3.0,1987,3.0,38.8256008137732
1987-0162-ECU,1987,162,Natural,Geophysical,Earthquake,Ecuador,ECU,South America,Americas,Richter,1987,9.0,1987,9.0,38.8256008137732
1987-0002-ARG,1987,2,Natural,Climatological,Wildfire,Argentina,ARG,South America,Americas,Km2,1987,1.0,1987,1.0,38.8256008137732
1987-0078-ARG,1987,78,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1987,4.0,1987,4.0,38.8256008137732
1987-0331-ARG,1987,331,Natural,Meteorological,Storm,Argentina,ARG,South America,Americas,Kph,1987,1.0,1987,1.0,38.8256008137732
1987-0164-BMU,1987,164,Natural,Meteorological,Storm,Bermuda,BMU,Northern America,Americas,Kph,1987,9.0,1987,9.0,38.8256008137732
1987-0053-BOL,1987,53,Natural,Hydrological,Flood,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1987,2.0,1987,2.0,38.8256008137732
1987-0052-BRA,1987,52,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1987,1.0,1987,1.0,38.8256008137732
1987-9103-BRA,1987,9103,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,1987,6.0,1988,,38.8256008137732
1987-0233-BRA,1987,233,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1987,12.0,1987,12.0,38.8256008137732
1987-0535-BRB,1987,535,Natural,Meteorological,Storm,Barbados,BRB,Caribbean,Americas,Kph,1987,,1987,,38.8256008137732
1987-0135-CAN,1987,135,Natural,Meteorological,Storm,Canada,CAN,Northern America,Americas,Kph,1987,7.0,1987,7.0,38.8256008137732
1987-0284-CAN,1987,284,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,1987,4.0,1987,4.0,38.8256008137732
1987-0317-CAN,1987,317,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,1987,7.0,1987,7.0,38.8256008137732
1987-0126-CHL,1987,126,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,1987,7.0,1987,7.0,38.8256008137732
1987-0403-CHL,1987,403,Natural,Hydrological,Flood,Chile,CHL,South America,Americas,Km2,1987,8.0,1987,8.0,38.8256008137732
1987-0217-CHL,1987,217,Natural,Hydrological,Landslide,Chile,CHL,South America,Americas,,1987,11.0,1987,11.0,38.8256008137732
1987-0124-COL,1987,124,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1987,7.0,1987,7.0,38.8256008137732
1987-0167-COL,1987,167,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1987,9.0,1987,9.0,38.8256008137732
1987-0554-COL,1987,554,Natural,Hydrological,Landslide,Colombia,COL,South America,Americas,,1987,3.0,1987,3.0,38.8256008137732
1987-0138-CUB,1987,138,Natural,Climatological,Wildfire,Cuba,CUB,Caribbean,Americas,Km2,1987,8.0,1987,8.0,38.8256008137732
1987-0161-DOM,1987,161,Natural,Meteorological,Storm,Dominican Republic (the),DOM,Caribbean,Americas,Kph,1987,9.0,1987,9.0,38.8256008137732
1987-0082-ECU,1987,82,Natural,Hydrological,Landslide,Ecuador,ECU,South America,Americas,,1987,4.0,1987,4.0,38.8256008137732
1987-0310-ECU,1987,310,Natural,Hydrological,Flood,Ecuador,ECU,South America,Americas,Km2,1987,2.0,1987,2.0,38.8256008137732
1987-0051-GTM,1987,51,Natural,Geophysical,Volcanic activity,Guatemala,GTM,Central America,Americas,,1987,1.0,1987,1.0,38.8256008137732
1987-0088-GTM,1987,88,Natural,Climatological,Wildfire,Guatemala,GTM,Central America,Americas,Km2,1987,5.0,1987,5.0,38.8256008137732
1987-9588-GTM,1987,9588,Natural,Climatological,Drought,Guatemala,GTM,Central America,Americas,Km2,1987,,1988,,38.8256008137732
1987-0170-GTM,1987,170,Natural,Hydrological,Flood,Guatemala,GTM,Central America,Americas,Km2,1987,9.0,1987,9.0,38.8256008137732
1988-0420-GLP,1988,420,Natural,Hydrological,Flood,Guadeloupe,GLP,Caribbean,Americas,Km2,1988,9.0,1988,9.0,40.4088060501708
1988-0043-GTM,1988,43,Natural,Geophysical,Earthquake,Guatemala,GTM,Central America,Americas,Richter,1988,11.0,1988,11.0,40.4088060501708
1988-0116-ARG,1988,116,Natural,Hydrological,Flood,Argentina,ARG,South America,Americas,Km2,1988,3.0,1988,3.0,40.4088060501708
1988-0249-BHS,1988,249,Natural,Hydrological,Flood,Bahamas (the),BHS,Caribbean,Americas,Km2,1988,6.0,1988,6.0,40.4088060501708
1988-9449-BOL,1988,9449,Natural,Climatological,Drought,Bolivia (Plurinational State of),BOL,South America,Americas,Km2,1988,10.0,1988,,40.4088060501708
1988-0071-BRA,1988,71,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1988,2.0,1988,2.0,40.4088060501708
1988-0285-BRA,1988,285,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1988,7.0,1988,7.0,40.4088060501708
1988-0191-BRA,1988,191,Natural,Meteorological,Extreme temperature,Brazil,BRA,South America,Americas,Â°C,1988,5.0,1988,5.0,40.4088060501708
1988-0704-BRA,1988,704,Natural,Biological,Epidemic,Brazil,BRA,South America,Americas,Vaccinated,1988,2.0,1988,2.0,40.4088060501708
1988-9064-BRA,1988,9064,Natural,Climatological,Drought,Brazil,BRA,South America,Americas,Km2,1988,2.0,1988,,40.4088060501708
1988-0681-BRA,1988,681,Natural,Hydrological,Flood,Brazil,BRA,South America,Americas,Km2,1988,,1988,,40.4088060501708
1988-9638-CAN,1988,9638,Natural,Climatological,Drought,Canada,CAN,Northern America,Americas,Km2,1988,1.0,1988,,40.4088060501708
1988-0640-CAN,1988,640,Natural,Hydrological,Flood,Canada,CAN,Northern America,Americas,Km2,1988,6.0,1988,6.0,40.4088060501708
1988-0524-CHL,1988,524,Natural,Geophysical,Volcanic activity,Chile,CHL,South America,Americas,,1988,12.0,1988,12.0,40.4088060501708
1988-0136-COL,1988,136,Natural,Geophysical,Volcanic activity,Colombia,COL,South America,Americas,,1988,3.0,1988,3.0,40.4088060501708
1988-0373-COL,1988,373,Natural,Hydrological,Flood,Colombia,COL,South America,Americas,Km2,1988,6.0,1988,6.0,40.4088060501708
1988-0468-COL,1988,468,Natural,Meteorological,Storm,Colombia,COL,South America,Americas,Kph,1988,10.0,1988,10.0,40.4088060501708
1988-0001-CRI,1988,1,Natural,Hydrological,Flood,Costa Rica,CRI,Central America,Americas,Km2,1988,1.0,1988,1.0,40.4088060501708
1988-0466-CRI,1988,466,Natural,Meteorological,Storm,Costa Rica,CRI,Central America,Americas,Kph,1988,10.0,1988,10.0,40.4088060501708
1988-0224-CUB,1988,224,Natural,Hydrological,Flood,Cuba,CUB,Caribbean,Americas,Km2,1988,5.0,1988,5.0,40.4088060501708
1988-0705-CUB,1988,705,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,1988,9.0,1988,9.0,40.4088060501708
1988-0248-CUB,1988,248,Natural,Meteorological,Storm,Cuba,CUB,Caribbean,Americas,Kph,1988,6.0,1988,6.0,40.4088060501708
1988-0385-DOM,1988,385,Natural,Hydrological,Flood,Dominican Republic (the),DOM,Caribbean,Americas,Km2,1988,8.0,1988,8.0,40.4088060501708
1988-0463-GTM,1988,463,Natural,Geophysical,Earthquake,Guatemala,GTM,Central America,Americas,Richter,1988,10.0,1988,10.0,40.4088060501708
1988-0418-GTM,1988,418,Natural,Hydrological,Flood,Guatemala,GTM,Central America,Americas,Km2,1988,9.0,1988,9.0,40.4088060501708
1988-9026-GUY,1988,9026,Natural,Climatological,Drought,Guyana,GUY,South America,Americas,Km2,1988,,1988,,40.4088060501708
1978-0135-MEX,1978,135,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1978,11.0,1978,11.0,22.2901950366959
1978-9016-MEX,1978,9016,Natural,Climatological,Drought,Mexico,MEX,Central America,Americas,Km2,1978,,1978,,22.2901950366959
1978-0131-PAN,1978,131,Natural,Hydrological,Flood,Panama,PAN,Central America,Americas,Km2,1978,11.0,1978,11.0,22.2901950366959
1979-0098-HND,1979,98,Natural,Hydrological,Flood,Honduras,HND,Central America,Americas,Km2,1979,11.0,1979,11.0,24.7988405675032
1979-0083-HTI,1979,83,Natural,Meteorological,Storm,Haiti,HTI,Caribbean,Americas,Kph,1979,8.0,1979,8.0,24.7988405675032
1979-0041-JAM,1979,41,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1979,4.0,1979,4.0,24.7988405675032
1979-0056-JAM,1979,56,Natural,Hydrological,Flood,Jamaica,JAM,Caribbean,Americas,Km2,1979,6.0,1979,6.0,24.7988405675032
1979-0032-MEX,1979,32,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1979,3.0,1979,3.0,24.7988405675032
1979-0072-MEX,1979,72,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1979,8.0,1979,8.0,24.7988405675032
1979-0071-MTQ,1979,71,Natural,Meteorological,Storm,Martinique,MTQ,Caribbean,Americas,Kph,1979,8.0,1979,8.0,24.7988405675032
1979-0110-NIC,1979,110,Natural,Hydrological,Flood,Nicaragua,NIC,Central America,Americas,Km2,1979,12.0,1979,12.0,24.7988405675032
1979-0025-PER,1979,25,Natural,Geophysical,Earthquake,Peru,PER,South America,Americas,Richter,1979,2.0,1979,2.0,24.7988405675032
1979-0280-PRI,1979,280,Natural,Meteorological,Storm,Puerto Rico,PRI,Caribbean,Americas,Kph,1979,8.0,1979,8.0,24.7988405675032
1979-0043-PRY,1979,43,Natural,Hydrological,Flood,Paraguay,PRY,South America,Americas,Km2,1979,5.0,1979,5.0,24.7988405675032
1980-0078-HTI,1980,78,Natural,Meteorological,Storm,Haiti,HTI,Caribbean,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
1980-9132-HTI,1980,9132,Natural,Climatological,Drought,Haiti,HTI,Caribbean,Americas,Km2,1980,,1983,,28.1588866338069
1980-0079-JAM,1980,79,Natural,Meteorological,Storm,Jamaica,JAM,Caribbean,Americas,Kph,1980,7.0,1980,8.0,28.1588866338069
1980-0076-LCA,1980,76,Natural,Meteorological,Storm,Saint Lucia,LCA,Caribbean,Americas,Kph,1980,7.0,1980,8.0,28.1588866338069
1980-0051-MEX,1980,51,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1980,6.0,1980,6.0,28.1588866338069
1980-0097-MEX,1980,97,Natural,Geophysical,Earthquake,Mexico,MEX,Central America,Americas,Richter,1980,10.0,1980,10.0,28.1588866338069
1980-0087-MEX,1980,87,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1980,9.0,1980,9.0,28.1588866338069
1980-0098-MEX,1980,98,Natural,Hydrological,Flood,Mexico,MEX,Central America,Americas,Km2,1980,11.0,1980,11.0,28.1588866338069
1980-0307-MTQ,1980,307,Natural,Meteorological,Storm,Martinique,MTQ,Caribbean,Americas,Kph,1980,8.0,1980,8.0,28.1588866338069
